executable,total_runs,masked,sdc,crash_hang,avg_time,median_time
fft_O0,1000,368,467,165,0.005853,0.005828
fft_O1,1000,638,297,65,0.005645,0.005501
fft_O2,1000,702,241,57,0.005521,0.005472
fft_O3,1000,699,245,56,0.005467,0.005431
