executable,total_runs,masked,sdc,crash_hang,avg_time,median_time
dijkstra_large_O0,1000,0,0,1000,0.035273,0.035055
dijkstra_large_O1,1000,0,0,1000,0.021219,0.021188
dijkstra_large_O2,1000,0,0,1000,0.020918,0.020872
dijkstra_large_O3,1000,0,0,1000,0.021183,0.021142
